sample_id,reference,hypothesis,wer,cer,n_words
train-00003-of-00048_000093,лаки кесогл,влаки кisуgл,1.0,0.45454545454545453,2
train-00003-of-00048_000094,нұрғали ағамыз нүсіпжанов суат әбу сейітов зейнеп қойшыбаев венера қарымбасова осы туралы айтып кетіңіз осы туралы айтып кетіңізші,нұрғали ағамыз мүсібжанов суат абуситов зейнеп қойшыба венера қармасы осы туралы айыпкетіңосы туралы айтып кетіңіз,0.5,0.16153846153846155,18
train-00003-of-00048_000095,мой,و,1.0,1.0,1
train-00003-of-00048_000096,жазады жазалайды,жаза жазалай,1.0,0.25,2
train-00003-of-00048_000097,жазалайды білемін,جоза лет бли,1.5,0.7058823529411765,2
train-00003-of-00048_000098,бүгінде солай,бүгүндү сола,1.0,0.23076923076923078,2
train-00003-of-00048_000099,мүмкін,嗯,1.0,1.0,1
train-00003-of-00048_000100,бір сұрақ туындайды себебі кез келген мәдениеттің кез келген мемлекеттің мәдениетінің ішінде міндетті түрде ұлттық сипат ұлттық менталитет жатады әрине жаңағы айтып отырған біздің кереметтей композиторлардың бәрі міндетті түрде саналы өмірінде осы,нажерде бір сұрақ туындайды себебі лгміңкез келген мемлекеттің мәдениетінің ішінде міндетті түрде ұлттық сипа ұлттық менталитет жатадыжәнаға айтып отырған біздің кереметтей композиторлардың бәрі міндетті түрде саналы өмірінде осы,0.28125,0.145748987854251,32
train-00003-of-00048_000101,ұлттың мәселесін ойлады енді қараңызшы мынандай дүниеге бір назар аударайық сол жаңағы айтып отырған композиторлар шәмші қалдаяқовтың феномені,ұлттың мәселесін ойлады енді қараңшы мынандай дүниеге бір назар аудараық сол жанаы айтып отырған композиторлар шәмшықалдаяқовтың феномені,0.2777777777777778,0.04929577464788732,18
train-00003-of-00048_000102,қазақтың жаңағы вальс королі дейді сондай бір құбылыс құбылыс иә сол бірақ,қазақтың жаңа вальс королі дейді сондай бір құбылысы я сол бірақ,0.3333333333333333,0.14864864864864866,12
train-00003-of-00048_000103,мына қазақтың дәстүрлі музыкасының төңірегінде мысалы мына өлшемдер бар емес пе сол мына үш те төрттік өлшем деген сияқты вальсқа жақын дүние мысалы үшін сирек кездеседі бірақ,мына қазақтың дәстүрлі музыкасының төңірегінде мысал мына өлшемдер бар емес па сол мына үште төрттік өлшем деген сияқты вальцка жақын дүние мысал үшын серек кездеседі бірақ,0.2962962962962963,0.045714285714285714,27
train-00003-of-00048_000104,сол тұлғалар халықтың жадына оны ұлттық құндылық ретінде сіңіреді ғой,сол туғалар халықтың жадына оны ұлттық құндылық ретінде сіңіреді ғой,0.1,0.028985507246376812,10
train-00003-of-00048_000105,келісемін осы феномен жайында келісемін,kus finomin جaيındam,1.0,0.9487179487179487,5
train-00003-of-00048_000106,яғни,,1.0,1.0,1
train-00003-of-00048_000107,түсінікті,,1.0,1.0,1
train-00003-of-00048_000108,музыка шітеді де музыка үлесетін бірақ жүріс,каштыты музыка с икн жрш,0.8571428571428571,0.6136363636363636,7
train-00003-of-00048_000109,көрдіңіз бе менің,,1.0,1.0,3
train-00003-of-00048_000110,онда отыр,نوت,1.0,1.0,2
train-00003-of-00048_000111,кәдімгідей қазақ елінің қара домалақ азаматы,кадүңгүдек казақ келинин карадомулак азаматы,0.8333333333333334,0.3181818181818182,6
train-00003-of-00048_000112,қалай ойнау керек,,1.0,1.0,3
train-00003-of-00048_000113,бұл жерде керемет дүниелер жатыр себебі мына ұлттық менталитет дейді мына дәстүрдің ішіндегі қалыптасып қалған феномен бұл жерде оны үйрету өте қиын ол қан да бар нәрсе ғой кенекеңдердің әндерін алсақ мысалы үшін жаңағы айтып отырған нұрғиса ағамыздың әндерін айтсақ және де ең қызығы бар ғой бұл кісілердің,бу жерде кереметте дүниеле жатыр себебі мына ұлттық менталитетдейді дәстүрдің ішіндегі қалыптасып қалған феномен бұ жерде оны үйрету өте қиын ол қанда бар нәрсе ғой кенікеңдердің әндерін алсақ мысалүшын жана айтып отырған нұрғисағамыздың әндерін айсақ жәнеде ең қызығы бар ғой бұл кісілердің әндері бүгін жазыса ертеңшіл айруып кетеді себебі,0.5208333333333334,0.24104234527687296,48
train-00003-of-00048_000114,қазақтың ұлттық бір иісі жатады да сол рухани мәселеге бірден қонады ғой барып,қазақтың ұлттық бір иісі жататы та сол рухани мәселеге бірден қонады ғой барып,0.15384615384615385,0.02564102564102564,13
train-00003-of-00048_000115,қызығы,فزغ,1.0,1.0,1
train-00003-of-00048_000116,бақыт келмейді,,1.0,1.0,2
train-00003-of-00048_000117,жүйек алтыншы тұрсыз шыққан,يولالتىشلار سۇشقыن,1.0,0.9259259259259259,4
train-00003-of-00048_000118,мүмкәсіп,嗯,1.0,1.0,1
train-00003-of-00048_000119,беделді беделді ұжым,بيديلد بيديلد,1.0,0.95,3
train-00003-of-00048_000120,жаңағы өнерді қорғайды,ңа өнер корғайт,1.0,0.4090909090909091,3
train-00003-of-00048_000121,біз бірте бірте жеңіл музыкадан кәдімгідей бір сүбелі дүниелерге келе жатырмыз мәселен жаңа айтып отырған досым қасан,біз бірте бірте жеңіл музыкадан кәдіңгідей бір субелім дүниелерге келе жатырмыз мәселенң жаңа айтып отырған досым қасан,0.17647058823529413,0.03418803418803419,17
train-00003-of-00048_000122,кезінде,кезіңде,1.0,0.14285714285714285,1
train-00003-of-00048_000123,иә,,1.0,1.0,1
train-00003-of-00048_000124,қазақтың жастарының рухани ұйытқысына айналды,қазақтың жастарының рухани үйткұсына айналды,0.2,0.08888888888888889,5
train-00003-of-00048_000125,репрессияға тек адам емес өнерде ұшырады ғой сол қобызымыз сол домбырамыз яғни,репрессияға тек адам емес өнерде ұшұрады ғой сол қобызымыз сол домбырамыз яғни,0.08333333333333333,0.01282051282051282,12
train-00003-of-00048_000126,құрманғазы оркестрі оның төңірегіндегі музыка,құрманғазы оркестры оның төңірегіндегі музыка,0.2,0.022222222222222223,5
train-00003-of-00048_000127,мына бастаушы басқару мәселесіне ұйытқы болды мәжбүрледі жаңа өзіңіз айтып отырсыз ал енді сұрағым бар біз қазір жаңағындай басын шолып өттік мына менеджмент дедік продюсерін дедік өзіңіз айтып қалдыңыз жаңағы тасқын оқапов қазақтың тұңғыш продюсері деп ол да рас келіссем оған мәселе сол кездерде мына жаңағы эстрадалық музыканың дамубүгінгі тілмен айтқан кезде индустрия қалыптаса бастады,мына бастаушы басқару мәселесіне ұйтқы болды мәжбүрледі өзіңізайтып отырсыз лнсұраыбар біз азір жаыдай басынш олып өттік ыменеджменттеді продюсер дедік өзіңіз айтып алдыңыз жа тасқыноқапо қазақтың тұңғыш продюсері деп олдарас келсем оан мселе сол кездерде мына жааы эстав музыканың даму процесіне бірден бір бүгінгі тілмен айтқан кезде индустрия қалыптаса бастады,0.6,0.19230769230769232,55
train-00003-of-00048_000128,жаңа өзіңіз айтып кеттіңіз филармонияның төңірегінде қазақ концерт ұжымы,жәна өзіңіз айтып кеттіңіз филармонияның төңірегінде қазаққан церт мұжынас,0.4444444444444444,0.1388888888888889,9
train-00003-of-00048_000129,айта беріңіз айта беріңіз,тйа верн зайтав,1.0,0.6,4
train-00003-of-00048_000130,өнер мемлекетті мәжбүрледі ғой сол индустрияға айналдырды бүгін енді біз мына шоу бизнес төңірегін айтамыз мына музыканың жеңіл музыка деп айтпаймыз оны кәдімгідей индустрия деймін ол,өнер мемлекетті мәжбүрледі ғой сол индустрияға айналдырды бүгін енді біз мына шоу бизнестің гн айтамыз мына музыканың жеңіл музыка деп айтпаймыз оны үлкен кәдіңгідей индустрия дейм ол,0.19230769230769232,0.08196721311475409,26
train-00003-of-00048_000131,әр жаңағы ұзын кәдімгідей бір құбылыс,әр жаңағы ұзын әріңгідей бір құбылыс,0.16666666666666666,0.08108108108108109,6
train-00003-of-00048_000132,мысалы мына қазақконцерт деген гастрольдік дейді яғни немене алматыда шыққан ән жыр басқа дүниелердің бәрі ел елге тарау керек насихаттау керек көрсету керек болу керек деген сияқты мәселе,мысалы мына қазақ концерт деген гастүрелдік дейді яғни немене алматта шыққан ән жыр басқа дүниелердің бәрі ел елге тарау керек насихаттау керек көрсету керек болу керек деген сияқты мәселе,0.14285714285714285,0.031914893617021274,28
train-00003-of-00048_000133,гүлдердің феномені сіз соны бір жылдары басқардыңыз бұл енді бір бөлек әңгіме ғой,гүлдердің феномені сіз соны бір жылдары басқардыңыз бұл енді бір бөлегі әңгіме ғой,0.07692307692307693,0.024691358024691357,13
train-00003-of-00048_000134,бағыт,بعيد,1.0,1.0,1
train-00003-of-00048_000135,республикалық,رسبوبليكل,1.0,1.0,1
train-00003-of-00048_000136,жаңа өзінің есімін айтып кеттің бұл бөлек бір сұрақ ретінде мен дайындағанмын мәселе,жана өзің есімін айтып кеттің бұл бөлек бір сұрақ ретінде мен дайындағам мселе,0.3076923076923077,0.08333333333333333,13
train-00003-of-00048_000137,гүлжихан ғалиева жайында айтып кетсек бұл кісінің мәдениетке сіңірген еңбегі көбі біле бермейді ұшан теңіз,өлжихан ғалиева жайында айтып кетсек бубұсының мәдениетке сіңірген еңбегі көбі біле бермейді ұшан теңіс,0.26666666666666666,0.09433962264150944,15
train-00003-of-00048_000138,оны өл,我ن,1.0,1.0,2
train-00003-of-00048_000139,қаншама қазақтың балдары,خaنشaما خaزaقبالد,1.0,0.9583333333333334,3
train-00003-of-00048_000140,дұрыс мына тұлғаларды айтатын болсақ жаңа ахмет жұбановты айттық мәселен және темірбек жүргеновті өзің айтып отырсың мысалы үшін соның қатарында жаңағындай гүлшахан ғалиева өте әрлі тұлға және де ең қызығы бұл тұлғалар,мына толғаларды айтатын болсақ жәна ахмет жұбановты айттық мәселеңіз жәна теңірбек жүрген өзің айтып отсаң мысалышын соның қатарында жанаындай гөлшахан ғалиева өте әрі толға және де ең қызығы бұл толғалар,0.46875,0.13761467889908258,32
train-00003-of-00048_000141,әртүрлі саланы қамтыған ғой ұлт мүддесін ойлаған болашағын ойлаған сондай дүние жақсы біз өте күрделі мәселелерді айтып кеттік жеңіл музыкадан бастап байқайсыз ғой,әртүрлі саланы қамтыған ғой ұлт мүддесін ойлаған олар шағын ойлаған сондай дүние жақсы біз өте күрделі мәселелерді айтып кеттік жеңіл музыкадан бастап байқайсыз ғой,0.08695652173913043,0.018404907975460124,23
train-00003-of-00048_000142,қазақтың мына эстрадалық музыкасы дейміз кең тараған музыкасы дейміз бұның астарында жаңа айтып отырған мәселелердің бәрі бүгінгі таңда үлкен бір индустрияға айналды соның бірден бір өкілі бүгінгі таңда өзіңіз кітапты өткен жолы сіз маған сыйладыңыз жасыратыны жоқ мына жерде жеңіс сейдоллаұлы,қазақтың мына эстрадалық музыкасы дейміз кең тараған музыкасы дейміз бұның астарында жана айтып отырған мәселелердің бәрі бүгінгі таңда үлкен бір индустрияға айналды соның бірден бір өкілі бүгінгі таңда өзіңіз кітапты өткен жол сыз маған сыйладыңыз жасыратыныз жоқ мына жерде жеңіс сейдола ұлы,0.14634146341463414,0.020477815699658702,41
train-00003-of-00048_000143,саған әнім депсіз иә иә мына жерде алпысқа тарта әндеріңіз бар екен иә сізді ел енді композитор әнші ретінде жақсы біледі басқа осындай кітаптарды ашатын болсақ мына біздің композиторлардың бұл жерде әрине алты та сегізді күшті төрттік деген ырғақтарды басым болады да мен мына жерден үш төрттік қана ырғақ таптым қалғанының бәрі екі де төрттік т,саған әнім депсіз мына жерде алпысқа тарта әндеріңіз бар екен сізді ел енді композитор әнші ретінде жақсы біледі басқа осындай кітаптарды ашатын болсақ мына біздің композиторлардың бұ жерде әрине алтыта сегізді күшті төрттік деген ырғақтарды басым болат та мен мына жерде үш төрттік қана ырғақ таптым қалғанның бәрі екі де төртік төтте төртік менің бір байқағаным сіздің әндеріңіз халық тыңдайда өзіңіздің тыңдарманыңыз бар бірақ,0.42857142857142855,0.3265895953757225,56
train-00003-of-00048_000144,басқа композиторлардан айтарлықтай ерекшеленіп тұрады,басқа композиторлардан қайталықтай ерекшеленіп тұрады,0.2,0.03773584905660377,5
train-00003-of-00048_000145,жиар,,1.0,1.0,1
train-00003-of-00048_000146,енді сен сенің тұрамысың,sn sams,1.0,0.9583333333333334,4
train-00003-of-00048_000147,сондықтан бөлек,送长的人,1.0,1.0,2
train-00003-of-00048_000148,мен түсінгенім жәке жаңағындай эстрадалық музыканың дамуы,мен түсүнгөнүм жаке жана кындай эстрадалык музыканын дамуу,1.0,0.17543859649122806,7
train-00003-of-00048_000149,мысалы сала сала болып жатыр ғой қазір иә иә ол үлкен индустрияға айналды дейміз иә жаңа,мысалы сала сала болып жатыр ғой қазір ол үлкен индустрияға айналып теймізжән,0.375,0.18181818181818182,16
train-00003-of-00048_000150,жеңіл музыканың тамыры,жеңіл музыканың тамыры,0.0,0.0,3
train-00003-of-00048_000151,көне де жатыр біз соған көзіміз жетті қазір осы әңгіменің барысында бірақ бұл музыканы басқару мәселесі бар,көнеде жатыр біз соған көзіміз жетті кәзір осы әңгіменің барысында бірақ бұл музыканы басқару мәселесі бар,0.17647058823529413,0.028037383177570093,17
train-00003-of-00048_000152,бүгін мысалы үшін сіз топ менеджментте жүрсіз,бүгін мысал үшін сіз топ менежментте жүрсіз,0.2857142857142857,0.044444444444444446,7
train-00003-of-00048_000153,ол жаңағындай жүргенов атындағы академияда жұмыс істедіңіз топ менеджментте гүлдерді басқардыңыз қазақконцертті басқардыңыз жамбыл атындағы мемлекеттік екі бастан оны басқардыңыз бүгін жүсіпбек елебеков атындағы колледжді басқарып отырсыз жалпы мына,ол жаңағындай жүргенов атындағы академияда жұмыс істедіңіз топ менеджментті гүлдерді басқардыңыз қазақ концертті басқардыңыз жамбылатындағы мемлекеттік екі бастан оны басқардыңыз бүгін жүспек елебеков атындағы колледжді басқарып отырсыз жалпы мына,0.20689655172413793,0.020080321285140562,29
train-00003-of-00048_000154,менеджмент мәселесі өнердегі менеджмент мәселесі продюсерлік дүние бұл жерде ұлықпан ағаның есімін айтпай кетуге болмайды иә иә жаңа айтып отырғанмын пономаревтар бар ерғалиевтар бар азия дауысы бар осы туралы бүгін қандай деңгейде,менеджмент мәселесі өңердегі менеджмент мәселесі продюсерліқ дүние бұ жерде ұлықпанағаның есімін айтпай кетуге болмайды және айтып отырған паноморевтар бар ерғалиевтар бар азиядауысы бар осы турап бүгін қандай деңгейде,0.40625,0.09090909090909091,32
train-00003-of-00048_000155,иә,一,1.0,1.0,1
train-00003-of-00048_000156,бұл,,1.0,1.0,1
train-00003-of-00048_000157,мүмүм,嗯,1.0,1.0,1
train-00003-of-00048_000158,керемет,,1.0,1.0,1
train-00003-of-00048_000159,арман арман иә арман тұғын,عرما ع عرم,1.0,0.9230769230769231,5
train-00003-of-00048_000160,иә қазір әлі болмановтың иә,ل بولمانتنكي,1.0,0.9629629629629629,5
train-00003-of-00048_000161,мен түсінгенім,мен түсінгенім,0.0,0.0,2
train-00003-of-00048_000162,қазақтың рухани байлығы бар көрсететініміз молынан иә иә тек қана болашақта әлі үйренетініміз бар технология жайынан сондықтан мен ойлап отырмын бұның бәрі біздің алдымыздағы жоспар творчествоңыз биіктей берсін туған жеріңіз сыр елі жыр елі дейді әр жағында сол жыр мен сыр елінің қоры жатыр,қазақтың рухани байлығы бар көрсететініміз молынан тек қана болашақты әлі үйренетініміз бар технология жайынан сондықтан мен ойлап отырмын бұның бәрі біздің алдымыздағы жоспар ворствоңыз беікте берсін туғанжеріңіз срелі жыр елі дейді әр жағында сол жыр мен сыр елінің қоры жатыр,0.20454545454545456,0.05154639175257732,44
train-00003-of-00048_000163,талай талай деген әндермен мына біздің көрермендерді қуанта беріңіз деніңіз сау болсын,қалай талай деген әндермен мына біздің көрермендерді қуанта беріңіз деніңіз сау болсын,0.08333333333333333,0.011627906976744186,12
train-00003-of-00048_000164,рақмет сізге,ححم لف,1.0,0.9166666666666666,2
train-00003-of-00048_000165,сарасөздің қадірлі мейманы,сарасөзнің қадірлі мейманы,0.3333333333333333,0.038461538461538464,3
train-00003-of-00048_000166,қазақстанның еңбек сіңірген қайраткері жүсіпбек елебеков атындағы республикалық эстрада цирк колледжінің директоры әнші композитор топ менеджер жеңіс сейдоллаұлы амандыққа жолыққанша,қазақстанның еңбек сіңірген қайраткері жоспек елебеков атындағы республикалық эстрада цирк коллежінің директоры әнші композитор топ менеджер жеңіс сейдол ауылы амандықта жолыққанша,0.25,0.04395604395604396,20
train-00003-of-00048_000167,әділет маратұлы,адлет маратуло,1.0,0.26666666666666666,2
train-00003-of-00048_000168,мына баланың кесірінен міне түнде қазыбекті больницаға алып кетті,мына баланың кесірінен іне түнді қазібекті балынсақ алып кетті,0.4444444444444444,0.13846153846153847,9
train-00003-of-00048_000169,өзіңіз сөйлеспесеңіз болмайды мынамен,өзіңіз сөйлеспесеңіз болмайд мұнамен,0.5,0.05405405405405406,4
train-00003-of-00048_000170,құрметті балалар,құрметті балалар,0.0,0.0,2
train-00003-of-00048_000171,өнә,ونا,1.0,1.0,1
train-00003-of-00048_000172,біздің,فزنك,1.0,1.0,1
train-00003-of-00048_000173,асылайын деп тұрған,ашлайн де турған,1.0,0.2631578947368421,3
train-00003-of-00048_000174,ғимаратымыз,غمراتمز,1.0,1.0,1
train-00003-of-00048_000175,құтты болсын,ختبس,1.0,1.0,2
train-00003-of-00048_000176,құрметті балалар,құрметті балалар,0.0,0.0,2
train-00003-of-00048_000177,міне алдарыңызда тұрған,міне алдарыңызда тұрған,0.0,0.0,3
train-00003-of-00048_000178,керемет кісіге сөз бергел тұрмын алматы қалалық балалар үйінің қадағалау департаментінің төрағасы темірхан,кереметкісізге сөз бер кел тұрмын алматы қалалық балалар үйінің қадақалау департаментінің төрағасы темірхан,0.38461538461538464,0.04716981132075472,13
train-00003-of-00048_000179,болатұлына сөз беруге рұқсат етіңіздер,болатылына сөз беруге ұрұқсат етіңіздер,0.4,0.05263157894736842,5
train-00003-of-00048_000180,аха,,1.0,1.0,1
train-00003-of-00048_000181,темірхан болатұлы сізге рақмет осындай мүмкіншілік бердіңіз маған үмітіңізді ақтаймын жүріңіз сізге дастархан жайып келіп едік жоқ,темірхан болатыл сізге рахмет осындай мүмкіншілік бердіңіз маған үммітіңізді ақтайым жүрміз сізге дастархан жайып көреді,0.47058823529411764,0.13846153846153847,17
train-00003-of-00048_000182,рақмет сіздің ұятқаңыз сіздің ұятқаңыз мына уақытты күтеңізге,رختزن وختز,1.0,0.9836065573770492,8
train-00003-of-00048_000183,сосын көңкор бол деп ойлаймын да,看قربن,1.0,1.0,6
train-00003-of-00048_000184,елестіріп атыңызбен апарып ұрып соғып жазалап қатыгездікке,иектырбатинизбна апарıп урутсолып жазалıп карткезипке коттакпас наатрикта ботрам,1.1428571428571428,0.896551724137931,7
train-00003-of-00048_000185,халқа біледі,خقبي,1.0,1.0,2
train-00003-of-00048_000186,абаймен,بمن,1.0,1.0,1
train-00003-of-00048_000187,қанат,快ن,1.0,1.0,1
train-00003-of-00048_000188,ештеңе алып жүрдік,ش要,1.0,1.0,3
train-00003-of-00048_000189,ағай ағай пожалуйста,агай агай пожалустай,1.0,0.2,3
train-00003-of-00048_000190,директорге айтпай қойыңызшы,директорге әйтпай қойыңзші,0.6666666666666666,0.1111111111111111,3
train-00003-of-00048_000191,қалаған затыңыздың барлығын іздеп беремін деп,қалаған затыңыздың барлығын степ береме,0.5,0.17777777777777778,6
train-00003-of-00048_000192,айтпай ақ қойыңызшы деген,اpkشdن,1.0,1.0,4
train-00003-of-00048_000193,иә келістік аға,я келисдіг ағай,1.0,0.4,3
train-00003-of-00048_000194,жаңағы жаңағы,不,1.0,1.0,2
train-00003-of-00048_000195,сөйтіп асқан ай,пасқа аяздарда,1.0,0.8,3
train-00003-of-00048_000196,сөйтіп тұрған бас тұрғайы,تبسببستلفي,1.0,1.0,4
train-00003-of-00048_000197,науыяны,nย,1.0,1.0,1
train-00003-of-00048_000198,құрынбайсың ба бозторғайып,қымбайсынба босырғай,1.0,0.38461538461538464,3
train-00003-of-00048_000199,даланы мендей сүйемін сендей бауырма,даланна мендей сүйемін сендей бауырмал қалсың,0.6,0.2777777777777778,5
train-00003-of-00048_000200,наздың нөлінде қалдың нөлінде,nazın nelekte tadınnelete,1.0,0.9310344827586207,4
train-00003-of-00048_000201,мені өткен,,1.0,1.0,2
train-00003-of-00048_000202,айнымасқа да бір қуысқа,اйنماسقادالدرقوسقا,1.0,0.9565217391304348,4
train-00003-of-00048_000203,қыз едің ғой,قسيدrي,1.0,1.0,3
train-00003-of-00048_000204,кең далаға бауыр басқан,киңдалаға бауыр басҡа,0.75,0.17391304347826086,4
train-00003-of-00048_000205,аяздарда тоңбайсың ба бозторғайым,айяздарда тоңбыйсымба босырғайя,1.0,0.2727272727272727,4
train-00003-of-00048_000206,жылы ұялы,热未阳啊,1.0,1.0,2
train-00003-of-00048_000207,қонбайсың ба бозторғайық,оنبسمبابسورغا,1.0,0.9583333333333334,3
train-00003-of-00048_000208,мууууу,,1.0,1.0,1
train-00003-of-00048_000209,базар жоқ,把子ر,1.0,1.0,2
train-00003-of-00048_000210,асықп қой же,صفج,1.0,1.0,3
train-00003-of-00048_000211,что там балалар ғой,شتمر,1.0,1.0,4
train-00003-of-00048_000212,нормально бәрі,نارمال نبار,1.0,0.9285714285714286,2
train-00003-of-00048_000213,сен жазылғаныңды күтіп жүрміз,сен жазылғанымды күтіп жұрмыз,0.5,0.10344827586206896,4
train-00003-of-00048_000214,қашан шығарасың,上车了去,1.0,1.0,2
train-00003-of-00048_000215,осына бір екі күн жатасың,мен осында бірекі кін жатасың,0.8,0.28,5
train-00003-of-00048_000216,сосын көреміз енді ғой,什可ر的,1.0,1.0,4
train-00003-of-00048_000217,сіздерге шошқашыңыздар,个说拾,1.0,1.0,2
train-00003-of-00048_000218,а то сеанс вообще скучнек,пото сенс вообще скученек,0.8,0.16,5
train-00003-of-00048_000219,осыдан маған күніне 1 2 рет әкеліп тұрсаң,ос маңа күнне біре кенәт әкеп тұрсаң,0.875,0.3902439024390244,8
train-00003-of-00048_000220,оз музей,我s么行,1.0,1.0,2
train-00003-of-00048_000221,бардық бәрін әйрен алдық,мар бәрін әрен алдық,0.5,0.20833333333333334,4
train-00003-of-00048_000222,қалжымға бардым,قزمn,1.0,1.0,2
train-00003-of-00048_000223,жақсы,,1.0,1.0,1
train-00003-of-00048_000224,атты граф етсің ғана,あた그らفწ,1.0,1.0,4
train-00003-of-00048_000225,ол қазір жоқ братишка,وقصجق برتيشكa,1.0,0.9523809523809523,4
train-00003-of-00048_000226,главное ауырмасам болды,ladنa وr مس bolت,1.3333333333333333,0.9130434782608695,3
train-00003-of-00048_000227,дөл нұр,人了,1.0,1.0,2
train-00003-of-00048_000228,туған ағамдайсың,不ندs,1.0,1.0,2
train-00003-of-00048_000229,блев,بليم,1.0,1.0,1
train-00003-of-00048_000230,сен де маған туған бауырым сияқтысың,сенде маған туған бауырым сияқтасың,0.5,0.05555555555555555,6
train-00003-of-00048_000231,олай болмаса сен туған күніне,олай болмаса сем тоған күніне,0.4,0.06896551724137931,5
train-00003-of-00048_000232,мен жинаған ақша,мен жинаған ақша,0.0,0.0,3
train-00003-of-00048_000233,осы тағамдар емес ал асимге подарка үшін,осы стағанымдар емес ал әсемге падаркалық шен,0.5714285714285714,0.275,7
train-00003-of-00048_000234,білмеймін,بل,1.0,1.0,1
train-00003-of-00048_000235,р,ر,1.0,1.0,1
train-00003-of-00048_000236,гүл немесе,جلني مسير,1.0,1.0,2
train-00003-of-00048_000237,әйтеуір бірдеңе алу керек,әйтеуір бірденке алу керек,0.25,0.08,4
train-00003-of-00048_000238,өлең жақсы айтасың ғой,лиң жақсы айтасың ғой,0.25,0.09090909090909091,4
train-00003-of-00048_000239,сен оған ана анау торғай туралы әніңді айтып берсей,сен оған ана анау торғай туралы әніңді айтып берсей,0.0,0.0,9
train-00003-of-00048_000240,солай күшті болады ғой,فلاكشتا,1.0,1.0,4
train-00003-of-00048_000241,ел торғай емес,э торға емес,0.6666666666666666,0.21428571428571427,3
train-00003-of-00048_000242,какая разница,可可ي他是,1.0,1.0,2
train-00003-of-00048_000243,молодец қызбек,معلجات خزويت,1.0,0.9285714285714286,2
train-00003-of-00048_000244,сондаймын түнгі он екіде,ондаймен түнгі он екі де,0.75,0.125,4
train-00003-of-00048_000245,әсем терезесіне барып,асим терезесіне барып,0.3333333333333333,0.09523809523809523,3
train-00003-of-00048_000246,бозторғайды сиренады сияқты айтып берейін айтып берейін ғой,босторғайды серенада сияқты айт перем бо,0.875,0.4067796610169492,8
train-00003-of-00048_000247,ты красавчик,我rصcك,1.0,1.0,2
train-00003-of-00048_000248,ал тыныш қыз күйкі,别哥,1.0,1.0,4
train-00003-of-00048_000249,қызбек тыныш өзі қояды қызбек тыныш өтінем тыныш сөйлеуші қызбек өтінем қызбек,зекышқояды қазбек тыныш өтінем тұныш сөрініш қазбек өтінем қазбек,0.75,0.2692307692307692,12
train-00003-of-00048_000250,е,敌人,1.0,2.0,1
train-00003-of-00048_000251,кайзеровка нашу,казеровка на шиб,1.5,0.26666666666666666,2
train-00003-of-00048_000252,присып сал қалды ма,прислып салы қалдыма,1.0,0.15789473684210525,4
train-00003-of-00048_000253,әйтеуір бірдейке болды,әсеір бір зетке болды,1.0,0.2727272727272727,3
train-00003-of-00048_000254,бір минут,prمim,1.0,1.0,2
train-00003-of-00048_000255,ерсен айтады,ерсен айтадыой,0.5,0.16666666666666666,2
train-00003-of-00048_000256,сәуір,才,1.0,1.0,1
train-00003-of-00048_000257,енді ол өзі сұрап,nt ssرp,1.0,0.9411764705882353,4
train-00003-of-00048_000258,мен оған апарып бердім,мен оған апарып берің,0.25,0.09090909090909091,4
train-00003-of-00048_000259,олай болатындығын,олай болатындығын,0.0,0.0,2
train-00003-of-00048_000260,құрмет,кізмет,1.0,0.5,1
train-00003-of-00048_000261,кешіріңізші,كشтnmыш,1.0,0.9090909090909091,1
train-00003-of-00048_000262,одвесовой,ليطغي,1.0,1.0,1
train-00003-of-00048_000263,дозаламайық қой иә,дозаламаку,1.0,0.5555555555555556,3
train-00003-of-00048_000264,өйткені сізге шахмат,كنسزشخمات,1.0,1.0,3
train-00003-of-00048_000265,мен бара берсем болады ма,мен бара берсің бола ма,0.4,0.16,5
train-00003-of-00048_000266,а то завтра үлгермей қаламын,атозавторха үлгермей қала,0.8,0.25,5
train-00003-of-00048_000267,тақырыптың тарқымын салыңыз,س,1.0,1.0,3
train-00003-of-00048_000268,жоқ нормальный бәрі ешкім ешкімді жазаламайды,зақ нормальның бәрі ешкім ешкімді жазаламайды,0.3333333333333333,0.06666666666666667,6
train-00003-of-00048_000269,әсің әлгі күлмедімін,أسيم ألف كلمدما,1.0,0.9,3
train-00003-of-00048_000270,жарайсың,жرت,1.0,0.875,1
train-00003-of-00048_000271,жақсы бастады,بسنس,1.0,1.0,2
train-00003-of-00048_000272,жоқ,joق,1.0,1.0,1
train-00003-of-00048_000273,жай сөйлесті,جي سلستك,1.0,0.9166666666666666,2
train-00003-of-00048_000274,шахмат ойладық,шақнытойладық,1.0,0.2857142857142857,2
train-00003-of-00048_000275,в общем кешірді,вообшем кешірді,0.6666666666666666,0.13333333333333333,3
train-00003-of-00048_000276,сөйтіп тұр,,1.0,1.0,2
train-00003-of-00048_000277,не салып отырсың,неsاوптرsا,1.0,0.75,3
train-00003-of-00048_000278,пара ғой,ري,1.0,1.0,2
train-00003-of-00048_000279,онда біз,ندبز,1.0,1.0,2
train-00003-of-00048_000280,енді,int,1.0,1.0,1
train-00003-of-00048_000281,екеуміз де қырға сияқты өмір бойы бірге боламыз,екеуімізде қарға сиақта өмір бойы бірге боламыз,0.5,0.10638297872340426,8
train-00003-of-00048_000282,наусинка ма,ك,1.0,1.0,2
